date,value
2016-06-01,1.7931154252534276
2016-06-02,1.0151247841395157
2016-06-03,0.2766100633262994
2016-06-04,0.2849009172752523
2016-06-05,0.23563671993048382
2016-06-06,0.04104613905256397
2016-06-07,0.7370674863531977
2016-06-08,2.155449978968481
2016-06-09,0.6978532808460397
2016-06-10,0.023307748804840215
2016-06-11,0.615219363608813
2016-06-12,0.47699520407853524
2016-06-13,0.8449599179349885
2016-06-14,0.5943709445825952
2016-06-15,0.613815054460162
2016-06-16,1.0652194354222428
2016-06-17,0.9720807927958238
2016-06-18,0.9110052359575888
2016-06-19,0.24211077027341055
2016-06-20,0.05969372607558256
2016-06-21,0.035470518416422785
2016-06-22,0.5389128101294413
2016-06-23,0.8279222689478614
2016-06-24,0.7147566674619593
2016-06-25,0.03599286353266777
2016-06-26,1.3355190031596738
2016-06-27,0.7967139712886717
2016-06-28,0.9237168342598145
2016-06-29,0.23101380320101067
2016-06-30,1.0714264579404902
2016-07-01,1.8968567033295514
2016-07-02,3.2109900626194765
2016-07-03,0.11320123810934217
2016-07-04,0.3200245041772198
2016-07-05,1.268990816020847
2016-07-06,1.2210704661711071
2016-07-07,1.1638674014629535
2016-07-08,0.885405311159073
2016-07-09,0.11616896485808957
2016-07-10,0.27543126282440084
2016-07-11,0.4576768228990341
2016-07-12,0.23133632845602525
2016-07-13,0.14705992623722874
2016-07-14,0.46534444970020555
2016-07-15,0.5735663550217223
2016-07-16,0.7806519729498054
2016-07-17,0.39212295685594845
2016-07-18,0.8483173660151885
2016-07-19,1.0921600024510871
2016-07-20,0.10497228996206028
2016-07-21,0.9910000527737216
2016-07-22,0.8009742448418861
2016-07-23,1.3992421626057656
2016-07-24,1.1017082321973932
2016-07-25,0.5882099133777516
2016-07-26,1.8702242403073681
2016-07-27,0.637891486041664
2016-07-28,0.9769616480411459
2016-07-29,1.6992669744148041
2016-07-30,0.06586090676299793
2016-07-31,0.18044555532243303
2016-08-01,0.8711920855236055
2016-08-02,0.5940319871036095
2016-08-03,0.5291618150349034
2016-08-04,2.4513100669712475
2016-08-05,2.148785822652221
2016-08-06,0.4837992505467652
2016-08-07,0.640028491919524
2016-08-08,0.0006546065631202481
2016-08-09,1.686020725416079
2016-08-10,0.8079606684469395
2016-08-11,0.40426094678232727
2016-08-12,0.06395721381634224
2016-08-13,0.22544573266261603
2016-08-14,1.8969965767232624
2016-08-15,0.7164438166277476
2016-08-16,0.19561109383842834
2016-08-17,1.104132542987075
2016-08-18,1.7878413886416917
2016-08-19,0.9989372341004158
2016-08-20,1.8945079621485965
2016-08-21,0.8069544386096813
2016-08-22,0.10936563029510184
2016-08-23,0.06592787665324237
2016-08-24,0.5340840490335652
2016-08-25,0.7809867175169549
2016-08-26,0.25157369225662846
2016-08-27,0.17317409056450953
2016-08-28,0.7656897822848016
2016-08-29,0.5379756550599538
2016-08-30,0.21237046413353583
2016-08-31,0.36768360144118917
2016-09-01,0.7175794913592876
2016-09-02,1.1948722512310987
2016-09-03,1.6375390618024228
2016-09-04,1.196539317784546
2016-09-05,0.652904843688244
2016-09-06,2.0608002781608596
2016-09-07,0.3664930352976055
2016-09-08,1.0389595272838636
2016-09-09,0.8731643467430824
2016-09-10,0.7824698959519619
2016-09-11,0.8361148591815032
2016-09-12,2.3091577324474457
2016-09-13,0.7506999897030578
2016-09-14,0.42434499683189547
2016-09-15,1.1440206329760552
2016-09-16,0.5067138805646145
2016-09-17,1.0997611843432284
2016-09-18,0.0611833496642986
2016-09-19,0.2555095863098079
2016-09-20,0.6143141856511951
2016-09-21,0.05729649308651922
2016-09-22,0.3280823445944658
2016-09-23,0.3763939249920646
2016-09-24,0.8428699005104224
2016-09-25,0.18554630763767474
2016-09-26,0.21268603665095717
2016-09-27,1.7681631323496978
2016-09-28,1.1376579776048539
2016-09-29,1.0320458007965547
2016-09-30,1.2650457068450778
2016-10-01,0.3116506108509115
2016-10-02,1.0780424051517132
2016-10-03,0.8917154495708166
2016-10-04,1.4701642173617342
2016-10-05,0.03611242379278037
2016-10-06,0.453103215552743
2016-10-07,0.1163752679148156
2016-10-08,0.5957433253961287
2016-10-09,0.05949410496385836
2016-10-10,1.114156489356506
2016-10-11,1.8899721528507243
2016-10-12,1.1734442474482996
2016-10-13,1.2786579575928834
2016-10-14,0.36614923196293675
2016-10-15,0.7826158721279534
2016-10-16,1.4702183896034366
2016-10-17,0.369092553415307
2016-10-18,0.7853313780206937
2016-10-19,1.2821180250100803
2016-10-20,0.3537221737110897
2016-10-21,0.39335219567348356
2016-10-22,0.20615655664854815
2016-10-23,1.4474831864705877
2016-10-24,1.177581295602573
2016-10-25,0.3408867707536523
2016-10-26,1.255161646304164
2016-10-27,0.16771209193660744
2016-10-28,0.8256588511841073
2016-10-29,0.3650412736661819
2016-10-30,0.07119546454725702
2016-10-31,2.599897484827696
2016-11-01,0.0803073709333236
2016-11-02,0.2075329859708982
2016-11-03,0.3528176622463293
2016-11-04,0.9903676400578283
2016-11-05,0.2788496432068096
2016-11-06,0.17068198560014441
2016-11-07,0.12493979439880776
2016-11-08,0.8903096601184206
2016-11-09,1.3596939217054234
2016-11-10,0.8739486757068379
2016-11-11,0.7650944241033213
2016-11-12,0.9992456365747985
2016-11-13,0.07227817695099771
2016-11-14,2.3779344506733393
2016-11-15,0.26933578315100154
2016-11-16,1.1541130820158947
2016-11-17,0.06239408957901534
2016-11-18,0.22412629119236077
2016-11-19,0.05378049221675229
2016-11-20,0.07706124538065785
2016-11-21,1.1452494503772261
2016-11-22,0.4721803551618937
2016-11-23,0.11784255359730043
2016-11-24,1.4994269496994195
