time,obs
2020-03-01 00:00:00,0.7245315204728586
2020-03-01 01:00:00,0.7245315204728586
2020-03-01 02:00:00,0.7245315204728586
2020-03-01 03:00:00,0.7245315204728586
2020-03-01 04:00:00,0.7245315204728586
2020-03-01 05:00:00,0.7245315204728586
2020-03-01 06:00:00,0.7245315204728586
2020-03-01 07:00:00,0.7245315204728586
2020-03-01 08:00:00,0.7245315204728586
2020-03-01 09:00:00,0.7245315204728586
2020-03-01 10:00:00,0.7245315204728586
2020-03-01 11:00:00,0.7245315204728586
2020-03-01 12:00:00,0.7245315204728586
2020-03-01 13:00:00,0.7245315204728586
2020-03-01 14:00:00,0.7245315204728586
2020-03-01 15:00:00,0.7245315204728586
2020-03-01 16:00:00,0.7245315204728586
2020-03-01 17:00:00,0.7245315204728586
2020-03-01 18:00:00,0.7245315204728586
2020-03-01 19:00:00,0.7245315204728586
2020-03-01 20:00:00,0.7245315204728586
2020-03-01 21:00:00,0.7245315204728586
2020-03-01 22:00:00,0.7245315204728586
2020-03-01 23:00:00,0.7245315204728586
2020-03-02 00:00:00,0.7245315204728586
2020-03-02 01:00:00,0.7245315204728586
2020-03-02 02:00:00,0.7245315204728586
2020-03-02 03:00:00,0.7245315205295024
2020-03-02 04:00:00,0.7245317756315433
2020-03-02 05:00:00,0.7245498385278898
2020-03-02 06:00:00,0.724774701874419
2020-03-02 07:00:00,0.7259071534073783
2020-03-02 08:00:00,0.729294677972023
2020-03-02 09:00:00,0.7366485776667536
2020-03-02 10:00:00,0.7496107512357308
2020-03-02 11:00:00,0.76944168731398
2020-03-02 12:00:00,0.7968977755590961
2020-03-02 13:00:00,0.8322485683997958
2020-03-02 14:00:00,0.8753646670579452
2020-03-02 15:00:00,0.9258258707346047
2020-03-02 16:00:00,0.9830222080764948
2020-03-02 17:00:00,1.0462366743719083
2020-03-02 18:00:00,1.1147075629543082
2020-03-02 19:00:00,1.1876724672731374
2020-03-02 20:00:00,1.264397460237729
2020-03-02 21:00:00,1.3441950347676745
2020-03-02 22:00:00,1.4264339106553645
2020-03-02 23:00:00,1.5105431819011979
2020-03-03 00:00:00,1.5960126772965073
2020-03-03 01:00:00,1.6823909018363716
2020-03-03 02:00:00,1.769281529720236
2020-03-03 03:00:00,1.8563391207007993
2020-03-03 04:00:00,1.943264512627917
2020-03-03 05:00:00,2.0298001862129285
2020-03-03 06:00:00,2.115725787743387
2020-03-03 07:00:00,2.2008539192368053
2020-03-03 08:00:00,2.2850262537760315
2020-03-03 09:00:00,2.3681099993968013
2020-03-03 10:00:00,2.449994712696404
2020-03-03 11:00:00,2.5305894495529815
2020-03-03 12:00:00,2.609820232317224
2020-03-03 13:00:00,2.6876278086776386
2020-03-03 14:00:00,2.7639656757884916
2020-03-03 15:00:00,2.8387983432716117
2020-03-03 16:00:00,2.9120998097312984
2020-03-03 17:00:00,2.9838522290294556
2020-03-03 18:00:00,3.054044744470418
2020-03-03 19:00:00,3.122672471054842
2020-03-03 20:00:00,3.189735607960154
2020-03-03 21:00:00,3.255238665318534
2020-03-03 22:00:00,3.3191897911506567
2020-03-03 23:00:00,3.381600185953914
2020-03-04 00:00:00,3.442483593930519
2020-03-04 01:00:00,3.5018558611756037
2020-03-04 02:00:00,3.5597345523350796
2020-03-04 03:00:00,3.616138618297631
2020-03-04 04:00:00,3.6710881084161313
2020-03-04 05:00:00,3.724603921572869
2020-03-04 06:00:00,3.7767075911218138
2020-03-04 07:00:00,3.8274210993707944
2020-03-04 08:00:00,3.8767667178172234
2020-03-04 09:00:00,3.924766869832162
2020-03-04 10:00:00,3.9714440129075843
2020-03-04 11:00:00,4.016820537948187
2020-03-04 12:00:00,4.0609186834088105
2020-03-04 13:00:00,4.103760462357273
2020-03-04 14:00:00,4.145367600785526
2020-03-04 15:00:00,4.1857614857040515
2020-03-04 16:00:00,4.224963121739288
2020-03-04 17:00:00,4.262993095115168
2020-03-04 18:00:00,4.299871544040663
2020-03-04 19:00:00,4.33561813464797
2020-03-04 20:00:00,4.370252041733389
2020-03-04 21:00:00,4.403791933646496
2020-03-04 22:00:00,4.436255960755238
2020-03-04 23:00:00,4.467661746986027
2020-03-05 00:00:00,4.498026384000603
2020-03-05 01:00:00,4.527366427626092
2020-03-05 02:00:00,4.55569789620271
2020-03-05 03:00:00,4.583036270555419
2020-03-05 04:00:00,4.609396495332626
2020-03-05 05:00:00,4.6347929814872035
2020-03-05 06:00:00,4.659239609703255
2020-03-05 07:00:00,4.6827497345968245
2020-03-05 08:00:00,4.705336189540361
2020-03-05 09:00:00,4.727011291979764
2020-03-05 10:00:00,4.747786849129478
2020-03-05 11:00:00,4.767674163945701
2020-03-05 12:00:00,4.786684041290587
2020-03-05 13:00:00,4.804826794211514
2020-03-05 14:00:00,4.822112250269368
2020-03-05 15:00:00,4.838549757858362
2020-03-05 16:00:00,4.854148192467513
2020-03-05 17:00:00,4.868915962840481
2020-03-05 18:00:00,4.882861016996237
2020-03-05 19:00:00,4.895990848078195
2020-03-05 20:00:00,4.9083125000037
2020-03-05 21:00:00,4.919832572889803
2020-03-05 22:00:00,4.930557228234496
2020-03-05 23:00:00,4.940492193835593
2020-03-06 00:00:00,4.949642768431978
2020-03-06 01:00:00,4.958013826054168
2020-03-06 02:00:00,4.965609820073071
2020-03-06 03:00:00,4.972434786937531
2020-03-06 04:00:00,4.978492349592651
2020-03-06 05:00:00,4.983785720572225
2020-03-06 06:00:00,4.988317704759638
2020-03-06 07:00:00,4.992090701812587
2020-03-06 08:00:00,4.995106708247811
2020-03-06 09:00:00,4.997367319182714
2020-03-06 10:00:00,4.998873729731423
2020-03-06 11:00:00,4.999626736053438
2020-03-06 12:00:00,4.999626736053438
2020-03-06 13:00:00,4.998873729731423
2020-03-06 14:00:00,4.997367319182714
2020-03-06 15:00:00,4.995106708247812
2020-03-06 16:00:00,4.992090701812587
2020-03-06 17:00:00,4.988317704759638
2020-03-06 18:00:00,4.983785720572225
2020-03-06 19:00:00,4.978492349592651
2020-03-06 20:00:00,4.972434786937531
2020-03-06 21:00:00,4.965609820073073
2020-03-06 22:00:00,4.958013826054168
2020-03-06 23:00:00,4.949642768431978
2020-03-07 00:00:00,4.940492193835593
2020-03-07 01:00:00,4.930557228234496
2020-03-07 02:00:00,4.919832572889804
2020-03-07 03:00:00,4.9083125000037
2020-03-07 04:00:00,4.895990848078195
2020-03-07 05:00:00,4.882861016996237
2020-03-07 06:00:00,4.868915962840481
2020-03-07 07:00:00,4.854148192467515
2020-03-07 08:00:00,4.838549757858362
2020-03-07 09:00:00,4.822112250269368
2020-03-07 10:00:00,4.8048267942115155
2020-03-07 11:00:00,4.786684041290587
2020-03-07 12:00:00,4.767674163945703
2020-03-07 13:00:00,4.747786849129478
2020-03-07 14:00:00,4.727011291979765
2020-03-07 15:00:00,4.705336189540361
2020-03-07 16:00:00,4.6827497345968245
2020-03-07 17:00:00,4.659239609703256
2020-03-07 18:00:00,4.6347929814872035
2020-03-07 19:00:00,4.609396495332627
2020-03-07 20:00:00,4.58303627055542
2020-03-07 21:00:00,4.555697896202711
2020-03-07 22:00:00,4.527366427626092
2020-03-07 23:00:00,4.498026384000603
2020-03-08 00:00:00,4.467661746986028
2020-03-08 01:00:00,4.436255960755238
2020-03-08 02:00:00,4.403791933646497
2020-03-08 03:00:00,4.370252041733389
2020-03-08 04:00:00,4.33561813464797
2020-03-08 05:00:00,4.299871544040663
2020-03-08 06:00:00,4.262993095115169
2020-03-08 07:00:00,4.224963121739289
2020-03-08 08:00:00,4.1857614857040515
2020-03-08 09:00:00,4.145367600785526
2020-03-08 10:00:00,4.103760462357273
2020-03-08 11:00:00,4.060918683408811
2020-03-08 12:00:00,4.016820537948187
2020-03-08 13:00:00,3.9714440129075843
2020-03-08 14:00:00,3.924766869832162
2020-03-08 15:00:00,3.8767667178172234
2020-03-08 16:00:00,3.8274210993707953
2020-03-08 17:00:00,3.7767075911218138
2020-03-08 18:00:00,3.724603921572869
2020-03-08 19:00:00,3.671088108416132
2020-03-08 20:00:00,3.616138618297633
2020-03-08 21:00:00,3.5597345523350814
2020-03-08 22:00:00,3.5018558611756037
2020-03-08 23:00:00,3.442483593930519
2020-03-09 00:00:00,3.381600185953916
2020-03-09 01:00:00,3.3191897911506585
2020-03-09 02:00:00,3.255238665318535
2020-03-09 03:00:00,3.189735607960154
2020-03-09 04:00:00,3.122672471054842
2020-03-09 05:00:00,3.0540447444704197
2020-03-09 06:00:00,2.9838522290294565
2020-03-09 07:00:00,2.9120998097312993
2020-03-09 08:00:00,2.8387983432716117
2020-03-09 09:00:00,2.7639656757884916
2020-03-09 10:00:00,2.6876278086776395
2020-03-09 11:00:00,2.6098202323172255
2020-03-09 12:00:00,2.5305894495529815
2020-03-09 13:00:00,2.449994712696404
2020-03-09 14:00:00,2.3681099993968022
2020-03-09 15:00:00,2.2850262537760333
2020-03-09 16:00:00,2.200853919236806
2020-03-09 17:00:00,2.115725787743387
2020-03-09 18:00:00,2.0298001862129285
2020-03-09 19:00:00,1.9432645126279178
2020-03-09 20:00:00,1.8563391207008013
2020-03-09 21:00:00,1.7692815297202384
2020-03-09 22:00:00,1.6823909018363716
2020-03-09 23:00:00,1.596012677296508
2020-03-10 00:00:00,1.5105431819011987
2020-03-10 01:00:00,1.4264339106553665
2020-03-10 02:00:00,1.3441950347676763
2020-03-10 03:00:00,1.264397460237729
2020-03-10 04:00:00,1.1876724672731385
2020-03-10 05:00:00,1.114707562954309
2020-03-10 06:00:00,1.0462366743719094
2020-03-10 07:00:00,0.9830222080764948
2020-03-10 08:00:00,0.9258258707346047
2020-03-10 09:00:00,0.8753646670579459
2020-03-10 10:00:00,0.8322485683997962
2020-03-10 11:00:00,0.7968977755590967
2020-03-10 12:00:00,0.76944168731398
2020-03-10 13:00:00,0.7496107512357311
2020-03-10 14:00:00,0.7366485776667537
2020-03-10 15:00:00,0.7292946779720231
2020-03-10 16:00:00,0.7259071534073783
2020-03-10 17:00:00,0.724774701874419
2020-03-10 18:00:00,0.7245498385278898
2020-03-10 19:00:00,0.7245317756315433
2020-03-10 20:00:00,0.7245315205295024
2020-03-10 21:00:00,0.7245315204728586
2020-03-10 22:00:00,0.7245315204728586
2020-03-10 23:00:00,0.7245315204728586
2020-03-11 00:00:00,0.7245315204728586
2020-03-11 01:00:00,0.7245315204728586
2020-03-11 02:00:00,0.7245315204728586
2020-03-11 03:00:00,0.7245315204728586
2020-03-11 04:00:00,0.7245315204728586
2020-03-11 05:00:00,0.7245315204728586
2020-03-11 06:00:00,0.7245315204728586
2020-03-11 07:00:00,0.7245315204728586
2020-03-11 08:00:00,0.7245315204728586
2020-03-11 09:00:00,0.7245315204728586
2020-03-11 10:00:00,0.7245315204728586
2020-03-11 11:00:00,0.7245315204728586
2020-03-11 12:00:00,0.7245315204728586
2020-03-11 13:00:00,0.7245315204728586
2020-03-11 14:00:00,0.7245315204728586
2020-03-11 15:00:00,0.7245315204728586
2020-03-11 16:00:00,0.7245315204728586
2020-03-11 17:00:00,0.7245315204728586
2020-03-11 18:00:00,0.7245315204728586
2020-03-11 19:00:00,0.7245315204728586
2020-03-11 20:00:00,0.7245315204728586
2020-03-11 21:00:00,0.7245315204728586
2020-03-11 22:00:00,0.7245315204728586
2020-03-11 23:00:00,0.7245315204728586
2020-03-12 00:00:00,0.7245315204728586
